note_id,ticket_id,author_id,noted_at,note_text
5728,3701,6,2024-09-11 02:19:31,Parts ordered
5729,3702,4,2024-09-19 19:35:56,Remote session started
5730,3702,4,2024-09-20 00:12:56,Parts ordered
5731,3703,5,2024-09-04 09:00:43,Onsite visit scheduled
5732,3703,3,2024-09-04 15:43:43,Root cause documented
5733,3704,5,2024-09-30 11:52:59,Contacted user
5734,3705,1,2024-09-08 11:30:15,Parts ordered
5735,3706,4,2024-09-27 23:28:59,Onsite visit scheduled
5736,3706,3,2024-09-28 09:28:59,Waiting on vendor
5737,3707,8,2024-09-10 02:54:49,Parts ordered
5738,3708,2,2024-09-10 23:52:27,Contacted user
5739,3708,1,2024-09-10 20:18:27,Resolved and confirmed with user
5740,3708,2,2024-09-11 04:55:27,Contacted user
5741,3709,8,2024-09-17 15:46:37,Parts ordered
5742,3709,5,2024-09-18 04:16:37,Remote session started
5743,3710,3,2024-09-01 22:42:40,Resolved and confirmed with user
5744,3711,7,2024-09-05 18:44:40,Escalated to Network Ops
5745,3711,8,2024-09-05 22:52:40,Onsite visit scheduled
5746,3711,5,2024-09-06 12:55:40,Root cause documented
5747,3712,6,2024-09-27 15:11:27,Root cause documented
5748,3713,5,2024-09-20 21:54:54,Root cause documented
5749,3714,6,2024-09-05 13:52:20,Waiting on vendor
5750,3715,2,2024-09-03 02:06:03,Resolved and confirmed with user
5751,3716,7,2024-09-06 14:31:46,Onsite visit scheduled
5752,3717,6,2024-09-19 16:02:46,Escalated to Network Ops
5753,3717,5,2024-09-20 00:37:46,Parts ordered
5754,3718,1,2024-09-07 11:26:57,Contacted user
5755,3719,7,2024-09-15 20:17:10,Root cause documented
5756,3720,8,2024-09-26 20:24:15,Escalated to Network Ops
5757,3721,4,2024-09-08 18:08:52,Waiting on vendor
5758,3721,3,2024-09-08 23:57:52,Resolved and confirmed with user
5759,3721,5,2024-09-09 06:50:52,Escalated to Network Ops
5760,3722,5,2024-09-20 17:18:46,Root cause documented
5761,3722,5,2024-09-21 05:38:46,Escalated to Network Ops
5762,3723,8,2024-09-10 16:35:07,Resolved and confirmed with user
5763,3723,4,2024-09-10 16:22:07,Escalated to Network Ops
5764,3724,6,2024-09-11 15:36:09,Onsite visit scheduled
5765,3724,8,2024-09-11 15:48:09,Waiting on vendor
5766,3725,4,2024-09-20 20:01:02,Onsite visit scheduled
5767,3725,3,2024-09-20 15:27:02,Waiting on vendor
5768,3726,7,2024-09-07 21:07:38,Contacted user
5769,3727,2,2024-09-20 13:55:17,Root cause documented
5770,3728,5,2024-09-30 15:38:27,Contacted user
5771,3728,7,2024-10-01 04:34:27,Waiting on vendor
5772,3729,6,2024-09-04 21:57:07,Remote session started
5773,3730,6,2024-09-24 17:15:37,Contacted user
5774,3731,8,2024-09-29 14:59:09,Remote session started
5775,3731,7,2024-09-29 20:44:09,Root cause documented
5776,3732,4,2024-09-14 03:05:28,Escalated to Network Ops
5777,3732,8,2024-09-14 06:24:28,Resolved and confirmed with user
5778,3733,8,2024-09-25 19:32:22,Contacted user
5779,3733,1,2024-09-25 19:09:22,Root cause documented
5780,3734,1,2024-09-30 00:00:07,Root cause documented
5781,3735,6,2024-09-26 18:21:54,Remote session started
5782,3736,5,2024-09-28 19:39:53,Onsite visit scheduled
5783,3736,8,2024-09-28 17:40:53,Escalated to Network Ops
5784,3736,2,2024-09-28 13:40:53,Root cause documented
5785,3737,4,2024-09-04 19:51:03,Onsite visit scheduled
5786,3737,1,2024-09-05 00:15:03,Root cause documented
5787,3738,7,2024-09-21 17:23:53,Resolved and confirmed with user
5788,3738,7,2024-09-22 03:57:53,Parts ordered
5789,3738,4,2024-09-22 01:04:53,Onsite visit scheduled
5790,3739,1,2024-09-13 00:09:24,Onsite visit scheduled
5791,3740,6,2024-09-01 18:01:52,Escalated to Network Ops
5792,3740,5,2024-09-01 14:38:52,Waiting on vendor
5793,3741,7,2024-09-01 13:07:49,Waiting on vendor
5794,3741,3,2024-09-01 23:29:49,Onsite visit scheduled
5795,3742,6,2024-09-23 01:19:23,Contacted user
5796,3742,7,2024-09-23 12:38:23,Remote session started
5797,3743,5,2024-09-21 20:06:00,Resolved and confirmed with user
5798,3743,5,2024-09-21 19:17:00,Escalated to Network Ops
5799,3744,1,2024-09-19 14:26:40,Waiting on vendor
5800,3744,3,2024-09-19 10:37:40,Root cause documented
5801,3745,4,2024-09-23 18:03:41,Resolved and confirmed with user
5802,3746,2,2024-09-01 08:17:16,Parts ordered
5803,3746,3,2024-09-02 00:58:16,Waiting on vendor
5804,3747,5,2024-09-26 19:30:59,Contacted user
5805,3748,4,2024-09-09 10:19:47,Escalated to Network Ops
5806,3749,2,2024-09-11 17:43:02,Remote session started
5807,3749,2,2024-09-11 19:34:02,Escalated to Network Ops
5808,3750,7,2024-09-08 19:55:43,Contacted user
5809,3751,6,2024-09-17 19:34:35,Root cause documented
5810,3751,7,2024-09-18 10:37:35,Waiting on vendor
5811,3751,1,2024-09-18 11:30:35,Contacted user
5812,3752,1,2024-09-13 19:44:51,Root cause documented
5813,3752,8,2024-09-13 18:38:51,Escalated to Network Ops
5814,3753,2,2024-09-27 13:39:26,Resolved and confirmed with user
5815,3754,8,2024-09-27 13:11:27,Onsite visit scheduled
5816,3754,4,2024-09-27 18:22:27,Escalated to Network Ops
5817,3754,3,2024-09-28 14:57:27,Parts ordered
5818,3755,6,2024-09-07 21:23:10,Escalated to Network Ops
5819,3755,3,2024-09-08 09:05:10,Remote session started
5820,3755,3,2024-09-07 14:45:10,Waiting on vendor
5821,3756,5,2024-09-01 13:59:31,Escalated to Network Ops
5822,3757,8,2024-09-02 19:58:31,Onsite visit scheduled
5823,3758,6,2024-09-30 17:31:52,Parts ordered
5824,3759,3,2024-09-16 01:39:34,Escalated to Network Ops
5825,3759,6,2024-09-16 06:38:34,Waiting on vendor
5826,3760,3,2024-09-29 17:35:12,Parts ordered
5827,3761,4,2024-09-28 20:42:38,Waiting on vendor
5828,3761,7,2024-09-28 15:12:38,Contacted user
5829,3762,3,2024-09-07 13:49:42,Escalated to Network Ops
5830,3762,8,2024-09-07 17:12:42,Waiting on vendor
5831,3762,6,2024-09-08 16:14:42,Resolved and confirmed with user
5832,3763,7,2024-09-07 23:09:27,Waiting on vendor
5833,3763,6,2024-09-07 19:02:27,Escalated to Network Ops
5834,3764,6,2024-09-12 13:47:04,Root cause documented
5835,3765,7,2024-09-08 13:40:41,Contacted user
5836,3765,8,2024-09-08 22:11:41,Onsite visit scheduled
5837,3766,1,2024-09-22 17:15:18,Onsite visit scheduled
5838,3766,4,2024-09-22 21:31:18,Parts ordered
5839,3767,8,2024-09-22 00:05:14,Remote session started
5840,3768,1,2024-09-20 18:25:53,Onsite visit scheduled
5841,3768,4,2024-09-21 03:28:53,Contacted user
5842,3768,5,2024-09-21 07:53:53,Parts ordered
5843,3769,4,2024-09-20 09:22:55,Resolved and confirmed with user
5844,3770,2,2024-09-11 17:16:12,Contacted user
5845,3770,1,2024-09-11 23:41:12,Onsite visit scheduled
5846,3771,6,2024-09-25 13:25:51,Parts ordered
5847,3771,3,2024-09-26 04:51:51,Onsite visit scheduled
5848,3771,6,2024-09-26 17:07:51,Parts ordered
5849,3772,8,2024-09-15 18:44:53,Waiting on vendor
5850,3772,8,2024-09-16 04:59:53,Resolved and confirmed with user
5851,3773,8,2024-09-14 15:59:08,Onsite visit scheduled
5852,3774,7,2024-09-04 16:30:27,Resolved and confirmed with user
5853,3775,8,2024-09-07 16:31:27,Onsite visit scheduled
5854,3775,3,2024-09-08 04:36:27,Resolved and confirmed with user
5855,3776,7,2024-09-17 20:00:21,Remote session started
5856,3777,6,2024-09-20 00:42:09,Parts ordered
5857,3778,5,2024-09-12 19:58:46,Remote session started
5858,3779,5,2024-09-05 17:09:10,Onsite visit scheduled
5859,3779,8,2024-09-06 06:03:10,Escalated to Network Ops
5860,3780,8,2024-09-14 22:44:35,Remote session started
5861,3781,2,2024-09-04 07:15:22,Onsite visit scheduled
5862,3782,6,2024-09-30 02:28:50,Contacted user
5863,3783,6,2024-09-09 13:54:38,Onsite visit scheduled
5864,3784,2,2024-09-27 12:10:13,Contacted user
5865,3784,7,2024-09-27 21:04:13,Root cause documented
5866,3785,8,2024-09-05 19:10:31,Root cause documented
5867,3785,4,2024-09-06 05:34:31,Remote session started
5868,3786,5,2024-09-05 02:41:54,Parts ordered
5869,3787,8,2024-09-08 00:53:32,Waiting on vendor
5870,3787,2,2024-09-07 18:33:32,Waiting on vendor
5871,3788,3,2024-09-24 16:50:04,Onsite visit scheduled
5872,3788,8,2024-09-24 14:32:04,Escalated to Network Ops
5873,3788,8,2024-09-24 16:16:04,Contacted user
5874,3789,3,2024-09-16 01:05:59,Root cause documented
5875,3789,6,2024-09-16 00:43:59,Resolved and confirmed with user
5876,3790,4,2024-09-08 19:00:41,Parts ordered
5877,3790,3,2024-09-08 20:42:41,Parts ordered
5878,3791,8,2024-09-08 17:50:21,Contacted user
5879,3792,6,2024-09-16 01:51:57,Root cause documented
5880,3792,5,2024-09-16 14:08:57,Root cause documented
5881,3792,6,2024-09-17 00:22:57,Parts ordered
5882,3793,8,2024-09-30 17:27:45,Root cause documented
5883,3793,5,2024-09-30 22:18:45,Onsite visit scheduled
5884,3794,4,2024-09-06 13:12:47,Resolved and confirmed with user
5885,3794,2,2024-09-06 18:21:47,Escalated to Network Ops
5886,3795,8,2024-09-03 11:28:21,Resolved and confirmed with user
5887,3796,5,2024-09-12 16:44:21,Escalated to Network Ops
5888,3796,7,2024-09-12 12:01:21,Remote session started
5889,3797,6,2024-09-17 15:57:33,Waiting on vendor
5890,3797,2,2024-09-17 19:47:33,Escalated to Network Ops
5891,3798,6,2024-09-08 22:48:48,Waiting on vendor
5892,3799,6,2024-09-06 02:27:02,Onsite visit scheduled
5893,3800,4,2024-09-18 21:42:39,Remote session started
5894,3801,5,2024-09-22 17:49:40,Root cause documented
5895,3802,1,2024-09-29 23:11:51,Contacted user
5896,3803,5,2024-09-07 14:39:34,Resolved and confirmed with user
5897,3804,4,2024-09-29 14:38:25,Root cause documented
5898,3804,8,2024-09-30 02:16:25,Remote session started
5899,3805,6,2024-09-05 08:35:33,Parts ordered
5900,3806,2,2024-09-30 08:41:52,Escalated to Network Ops
5901,3807,6,2024-09-24 18:50:49,Onsite visit scheduled
5902,3808,1,2024-09-13 21:16:10,Waiting on vendor
5903,3809,4,2024-09-20 15:19:15,Parts ordered
5904,3809,3,2024-09-20 17:31:15,Root cause documented
5905,3810,8,2024-09-25 01:17:21,Resolved and confirmed with user
5906,3811,5,2024-09-13 01:40:23,Parts ordered
5907,3811,1,2024-09-13 07:35:23,Remote session started
5908,3812,2,2024-09-27 00:20:17,Resolved and confirmed with user
5909,3813,3,2024-09-29 19:01:53,Onsite visit scheduled
5910,3814,8,2024-09-22 16:37:31,Parts ordered
5911,3814,2,2024-09-22 21:26:31,Waiting on vendor
5912,3815,2,2024-09-01 22:33:51,Resolved and confirmed with user
5913,3815,5,2024-09-01 22:54:51,Root cause documented
5914,3816,3,2024-09-02 08:48:04,Root cause documented
5915,3817,1,2024-09-13 23:15:35,Onsite visit scheduled
5916,3817,3,2024-09-13 22:33:35,Root cause documented
5917,3818,6,2024-09-27 14:11:10,Contacted user
5918,3819,7,2024-09-16 01:10:30,Parts ordered
5919,3820,4,2024-09-09 16:44:53,Resolved and confirmed with user
5920,3820,2,2024-09-09 19:18:53,Root cause documented
5921,3821,3,2024-09-28 17:39:42,Parts ordered
5922,3821,3,2024-09-29 05:33:42,Remote session started
5923,3822,1,2024-09-27 12:06:46,Remote session started
5924,3822,4,2024-09-27 15:46:46,Waiting on vendor
5925,3823,5,2024-09-26 17:13:20,Parts ordered
5926,3823,3,2024-09-26 11:03:20,Root cause documented
5927,3824,1,2024-09-19 00:24:55,Waiting on vendor
5928,3824,4,2024-09-19 03:36:55,Root cause documented
5929,3824,3,2024-09-19 07:51:55,Parts ordered
5930,3825,7,2024-09-09 01:05:52,Escalated to Network Ops
5931,3825,6,2024-09-09 01:23:52,Escalated to Network Ops
5932,3826,8,2024-09-11 16:38:28,Root cause documented
5933,3826,5,2024-09-11 18:42:28,Remote session started
5934,3827,3,2024-09-15 17:42:06,Resolved and confirmed with user
5935,3827,8,2024-09-15 12:59:06,Resolved and confirmed with user
5936,3827,5,2024-09-15 08:49:06,Root cause documented
5937,3828,5,2024-09-14 21:54:05,Parts ordered
5938,3828,5,2024-09-15 14:12:05,Onsite visit scheduled
5939,3829,5,2024-09-06 21:32:34,Contacted user
5940,3829,8,2024-09-06 21:50:34,Onsite visit scheduled
5941,3830,3,2024-09-13 18:27:09,Contacted user
5942,3830,2,2024-09-14 00:38:09,Escalated to Network Ops
5943,3831,1,2024-09-17 21:01:03,Resolved and confirmed with user
5944,3832,7,2024-09-06 17:29:55,Waiting on vendor
5945,3832,8,2024-09-07 00:26:55,Resolved and confirmed with user
5946,3833,4,2024-09-24 07:11:39,Onsite visit scheduled
5947,3833,4,2024-09-24 17:34:39,Resolved and confirmed with user
5948,3834,2,2024-09-10 21:03:31,Remote session started
5949,3834,8,2024-09-11 02:29:31,Contacted user
5950,3835,4,2024-09-05 13:20:13,Parts ordered
5951,3836,8,2024-09-24 19:50:44,Waiting on vendor
5952,3836,7,2024-09-25 02:43:44,Root cause documented
5953,3837,3,2024-09-28 18:57:46,Resolved and confirmed with user
5954,3837,4,2024-09-29 11:17:46,Escalated to Network Ops
5955,3838,8,2024-09-09 21:47:52,Parts ordered
5956,3839,5,2024-09-24 15:34:56,Root cause documented
5957,3840,7,2024-09-14 11:03:35,Remote session started
5958,3840,5,2024-09-14 22:18:35,Waiting on vendor
5959,3840,7,2024-09-14 19:57:35,Resolved and confirmed with user
5960,3841,7,2024-09-10 22:03:09,Remote session started
5961,3842,3,2024-09-26 17:25:24,Parts ordered
5962,3842,5,2024-09-27 09:11:24,Resolved and confirmed with user
5963,3843,8,2024-09-12 18:07:18,Parts ordered
5964,3844,8,2024-09-22 04:23:50,Escalated to Network Ops
5965,3844,1,2024-09-22 01:25:50,Root cause documented
5966,3845,4,2024-09-11 14:21:01,Root cause documented
5967,3846,5,2024-09-01 18:53:23,Contacted user
5968,3846,5,2024-09-01 17:57:23,Contacted user
5969,3847,6,2024-09-25 17:50:06,Contacted user
5970,3848,4,2024-09-17 19:10:43,Waiting on vendor
5971,3848,7,2024-09-17 14:44:43,Waiting on vendor
5972,3849,6,2024-09-28 17:25:05,Root cause documented
5973,3849,1,2024-09-28 14:46:05,Contacted user
5974,3850,7,2024-09-20 18:58:32,Parts ordered
5975,3850,1,2024-09-21 07:02:32,Contacted user
5976,3851,5,2024-09-26 15:01:23,Root cause documented
5977,3851,8,2024-09-26 13:54:23,Waiting on vendor
5978,3852,1,2024-09-30 15:43:21,Resolved and confirmed with user
5979,3852,5,2024-09-30 16:56:21,Contacted user
5980,3853,7,2024-09-05 16:31:52,Escalated to Network Ops
5981,3853,6,2024-09-06 03:07:52,Resolved and confirmed with user
5982,3853,3,2024-09-05 21:59:52,Remote session started
5983,3854,6,2024-09-13 20:21:43,Escalated to Network Ops
5984,3854,7,2024-09-13 14:57:43,Root cause documented
5985,3854,3,2024-09-14 13:26:43,Parts ordered
5986,3855,3,2024-09-08 20:34:03,Resolved and confirmed with user
5987,3855,3,2024-09-09 00:46:03,Waiting on vendor
5988,3855,8,2024-09-09 19:06:03,Contacted user
5989,3856,2,2024-09-13 20:58:55,Onsite visit scheduled
5990,3856,6,2024-09-13 20:03:55,Waiting on vendor
5991,3857,8,2024-09-13 20:43:56,Remote session started
5992,3857,2,2024-09-13 15:07:56,Remote session started
5993,3858,2,2024-09-18 12:35:28,Contacted user
5994,3859,3,2024-09-14 12:25:45,Remote session started
5995,3860,1,2024-09-21 16:15:13,Parts ordered
5996,3860,1,2024-09-21 20:32:13,Escalated to Network Ops
5997,3861,4,2024-09-11 19:01:23,Contacted user
5998,3861,5,2024-09-11 15:15:23,Escalated to Network Ops
5999,3862,1,2024-09-06 16:32:11,Contacted user
6000,3863,6,2024-09-27 16:50:12,Remote session started
6001,3863,1,2024-09-27 15:16:12,Remote session started
6002,3863,2,2024-09-28 10:11:12,Parts ordered
6003,3864,8,2024-09-03 16:58:19,Parts ordered
6004,3865,4,2024-09-06 00:27:18,Waiting on vendor
6005,3866,8,2024-09-01 16:02:15,Escalated to Network Ops
6006,3867,5,2024-09-06 13:50:12,Parts ordered
6007,3868,1,2024-09-21 18:50:42,Escalated to Network Ops
6008,3869,3,2024-09-10 19:49:55,Escalated to Network Ops
6009,3869,4,2024-09-11 06:02:55,Remote session started
6010,3869,7,2024-09-10 13:34:55,Contacted user
6011,3870,1,2024-09-17 21:00:34,Contacted user
6012,3871,4,2024-09-24 23:29:22,Root cause documented
6013,3872,3,2024-09-15 13:32:26,Onsite visit scheduled
6014,3872,7,2024-09-16 06:19:26,Waiting on vendor
6015,3872,8,2024-09-15 22:13:26,Onsite visit scheduled
6016,3873,7,2024-09-24 20:32:24,Escalated to Network Ops
6017,3873,6,2024-09-25 01:20:24,Root cause documented
6018,3874,8,2024-09-12 13:33:58,Onsite visit scheduled
6019,3875,3,2024-09-30 23:12:43,Waiting on vendor
6020,3876,1,2024-09-05 07:27:46,Resolved and confirmed with user
6021,3877,6,2024-09-19 02:04:58,Contacted user
6022,3878,5,2024-09-03 22:38:24,Onsite visit scheduled
6023,3878,6,2024-09-04 05:11:24,Parts ordered
6024,3879,8,2024-09-30 14:43:57,Onsite visit scheduled
6025,3880,2,2024-09-21 15:05:28,Root cause documented
6026,3881,8,2024-09-06 14:51:09,Parts ordered
6027,3881,6,2024-09-07 01:46:09,Parts ordered
6028,3882,3,2024-09-25 15:32:43,Parts ordered
6029,3883,1,2024-09-23 14:53:51,Contacted user
6030,3884,6,2024-09-07 23:46:35,Remote session started
6031,3884,6,2024-09-07 23:13:35,Root cause documented
6032,3884,3,2024-09-08 16:27:35,Onsite visit scheduled
6033,3885,4,2024-09-12 22:21:04,Root cause documented
6034,3886,3,2024-09-20 09:45:09,Resolved and confirmed with user
6035,3887,1,2024-09-09 16:46:32,Waiting on vendor
6036,3887,3,2024-09-09 14:44:32,Remote session started
6037,3888,8,2024-09-04 01:17:43,Onsite visit scheduled
6038,3888,2,2024-09-03 21:40:43,Resolved and confirmed with user
6039,3888,4,2024-09-04 19:24:43,Contacted user
6040,3889,3,2024-09-26 12:43:11,Onsite visit scheduled
6041,3890,8,2024-09-03 16:40:39,Onsite visit scheduled
6042,3891,4,2024-10-14 18:14:20,Parts ordered
6043,3892,1,2024-10-04 22:48:06,Resolved and confirmed with user
6044,3892,2,2024-10-05 09:09:06,Root cause documented
6045,3893,5,2024-10-21 17:16:15,Waiting on vendor
6046,3893,7,2024-10-22 05:39:15,Remote session started
6047,3894,8,2024-10-18 17:19:21,Onsite visit scheduled
6048,3894,6,2024-10-18 23:28:21,Waiting on vendor
6049,3895,4,2024-10-17 20:27:24,Remote session started
6050,3895,7,2024-10-17 18:37:24,Contacted user
6051,3896,3,2024-10-28 22:37:41,Remote session started
6052,3896,2,2024-10-29 00:42:41,Resolved and confirmed with user
6053,3896,7,2024-10-29 20:51:41,Remote session started
6054,3897,5,2024-10-10 16:30:58,Onsite visit scheduled
6055,3898,8,2024-10-12 17:45:23,Waiting on vendor
6056,3899,6,2024-10-15 09:53:50,Contacted user
6057,3900,2,2024-10-28 09:27:59,Resolved and confirmed with user
6058,3901,3,2024-10-15 11:22:45,Root cause documented
6059,3902,6,2024-10-05 13:41:49,Resolved and confirmed with user
6060,3902,5,2024-10-05 23:47:49,Contacted user
6061,3903,2,2024-10-09 23:43:33,Parts ordered
6062,3904,5,2024-10-07 20:51:16,Remote session started
6063,3905,7,2024-10-11 15:31:07,Root cause documented
6064,3906,4,2024-10-10 15:28:51,Resolved and confirmed with user
6065,3906,6,2024-10-10 20:24:51,Escalated to Network Ops
6066,3907,5,2024-10-30 17:12:48,Escalated to Network Ops
6067,3907,6,2024-10-31 04:58:48,Escalated to Network Ops
6068,3908,8,2024-10-17 21:39:13,Waiting on vendor
6069,3909,1,2024-10-21 20:50:29,Escalated to Network Ops
6070,3910,6,2024-10-12 15:33:14,Contacted user
6071,3911,2,2024-10-08 18:18:35,Waiting on vendor
6072,3912,3,2024-10-09 22:28:07,Root cause documented
6073,3912,4,2024-10-10 01:48:07,Waiting on vendor
6074,3912,7,2024-10-10 06:18:07,Parts ordered
6075,3913,3,2024-10-13 18:19:49,Remote session started
6076,3913,2,2024-10-13 10:34:49,Onsite visit scheduled
6077,3914,4,2024-10-21 17:20:07,Waiting on vendor
6078,3915,6,2024-10-28 03:54:45,Escalated to Network Ops
6079,3915,7,2024-10-28 09:50:45,Escalated to Network Ops
6080,3916,6,2024-10-21 18:57:21,Waiting on vendor
6081,3916,6,2024-10-21 17:24:21,Parts ordered
6082,3917,3,2024-10-28 17:27:15,Remote session started
6083,3917,2,2024-10-29 03:26:15,Onsite visit scheduled
6084,3918,3,2024-10-23 19:20:06,Parts ordered
6085,3919,4,2024-10-21 12:01:57,Contacted user
6086,3920,7,2024-10-16 01:21:19,Root cause documented
6087,3921,1,2024-10-19 14:42:29,Onsite visit scheduled
6088,3922,7,2024-10-18 23:25:25,Waiting on vendor
6089,3923,6,2024-10-17 11:12:52,Parts ordered
6090,3923,8,2024-10-17 18:33:52,Resolved and confirmed with user
6091,3924,2,2024-10-05 12:21:03,Contacted user
6092,3924,7,2024-10-06 03:24:03,Waiting on vendor
6093,3925,6,2024-10-30 13:59:39,Remote session started
6094,3926,1,2024-10-22 18:02:49,Escalated to Network Ops
6095,3926,7,2024-10-23 02:07:49,Remote session started
6096,3926,4,2024-10-22 17:07:49,Escalated to Network Ops
6097,3927,5,2024-10-17 14:19:29,Parts ordered
6098,3927,3,2024-10-17 15:33:29,Contacted user
6099,3928,4,2024-10-26 17:52:20,Resolved and confirmed with user
6100,3929,7,2024-10-07 04:27:03,Parts ordered
6101,3930,5,2024-10-15 12:34:20,Parts ordered
6102,3931,2,2024-10-19 21:22:40,Onsite visit scheduled
6103,3931,5,2024-10-20 03:03:40,Root cause documented
6104,3932,2,2024-10-17 00:07:09,Resolved and confirmed with user
6105,3933,8,2024-10-31 17:50:58,Root cause documented
6106,3933,5,2024-10-31 17:12:58,Parts ordered
6107,3934,6,2024-10-14 18:32:14,Parts ordered
6108,3935,7,2024-10-24 11:08:20,Parts ordered
6109,3935,1,2024-10-25 01:02:20,Escalated to Network Ops
6110,3936,3,2024-10-07 01:03:24,Onsite visit scheduled
6111,3936,5,2024-10-07 09:16:24,Root cause documented
6112,3937,2,2024-10-18 16:43:49,Resolved and confirmed with user
6113,3938,2,2024-10-06 00:23:41,Escalated to Network Ops
6114,3939,2,2024-10-24 11:29:39,Escalated to Network Ops
6115,3939,8,2024-10-24 20:52:39,Waiting on vendor
6116,3939,3,2024-10-25 03:35:39,Parts ordered
6117,3940,4,2024-10-27 17:10:40,Waiting on vendor
6118,3941,1,2024-10-10 14:04:42,Contacted user
6119,3942,6,2024-10-21 12:37:00,Remote session started
6120,3943,8,2024-10-31 17:00:03,Onsite visit scheduled
6121,3944,3,2024-10-01 17:50:27,Escalated to Network Ops
6122,3944,1,2024-10-01 11:57:27,Escalated to Network Ops
6123,3945,2,2024-10-13 00:02:21,Resolved and confirmed with user
6124,3946,3,2024-10-08 19:00:40,Resolved and confirmed with user
6125,3947,6,2024-10-28 17:41:33,Parts ordered
6126,3948,4,2024-10-27 21:48:56,Contacted user
6127,3948,8,2024-10-28 11:58:56,Resolved and confirmed with user
6128,3949,5,2024-10-09 16:50:39,Parts ordered
6129,3950,8,2024-10-24 23:46:51,Remote session started
6130,3951,1,2024-10-01 21:24:09,Onsite visit scheduled
6131,3952,7,2024-10-12 23:05:06,Parts ordered
6132,3953,8,2024-10-13 22:07:50,Waiting on vendor
6133,3953,4,2024-10-14 07:11:50,Waiting on vendor
6134,3954,8,2024-10-06 16:36:57,Escalated to Network Ops
6135,3954,2,2024-10-06 18:35:57,Remote session started
6136,3955,7,2024-10-12 15:23:22,Parts ordered
6137,3956,6,2024-10-22 19:33:09,Parts ordered
6138,3956,4,2024-10-23 08:11:09,Parts ordered
6139,3957,5,2024-10-14 22:37:26,Onsite visit scheduled
6140,3958,8,2024-10-04 17:53:47,Waiting on vendor
6141,3958,1,2024-10-04 22:21:47,Resolved and confirmed with user
6142,3959,7,2024-10-19 19:29:55,Remote session started
6143,3960,3,2024-10-05 21:06:13,Contacted user
6144,3961,1,2024-10-31 19:28:00,Root cause documented
6145,3962,6,2024-10-30 20:41:35,Parts ordered
6146,3963,4,2024-10-17 15:31:25,Contacted user
6147,3964,3,2024-10-16 18:02:56,Resolved and confirmed with user
6148,3964,6,2024-10-17 08:53:56,Escalated to Network Ops
6149,3965,4,2024-10-01 23:49:28,Waiting on vendor
6150,3966,5,2024-10-19 12:18:52,Remote session started
6151,3967,7,2024-10-16 20:25:10,Onsite visit scheduled
6152,3967,4,2024-10-17 00:52:10,Onsite visit scheduled
6153,3968,4,2024-10-09 22:07:41,Waiting on vendor
6154,3969,5,2024-10-20 12:01:45,Root cause documented
6155,3970,7,2024-10-04 09:38:28,Resolved and confirmed with user
6156,3970,6,2024-10-04 20:29:28,Root cause documented
6157,3971,2,2024-10-09 09:50:42,Waiting on vendor
6158,3972,2,2024-10-03 17:47:16,Resolved and confirmed with user
6159,3972,1,2024-10-03 16:41:16,Waiting on vendor
6160,3972,4,2024-10-03 18:51:16,Onsite visit scheduled
6161,3973,1,2024-10-12 20:57:00,Waiting on vendor
6162,3974,3,2024-10-16 16:24:44,Waiting on vendor
6163,3975,5,2024-10-26 17:02:28,Root cause documented
6164,3976,1,2024-10-23 16:39:36,Onsite visit scheduled
6165,3977,8,2024-10-02 08:34:07,Waiting on vendor
6166,3977,1,2024-10-02 08:51:07,Remote session started
6167,3978,1,2024-10-09 21:43:56,Waiting on vendor
6168,3978,3,2024-10-10 01:05:56,Root cause documented
6169,3979,7,2024-10-10 20:37:20,Resolved and confirmed with user
6170,3980,5,2024-10-07 14:04:48,Escalated to Network Ops
6171,3980,6,2024-10-07 15:34:48,Resolved and confirmed with user
6172,3981,6,2024-10-05 16:41:25,Root cause documented
6173,3981,2,2024-10-05 22:51:25,Onsite visit scheduled
6174,3982,4,2024-10-30 23:36:56,Root cause documented
6175,3983,7,2024-10-04 11:15:09,Escalated to Network Ops
6176,3984,8,2024-10-08 17:01:24,Onsite visit scheduled
6177,3984,1,2024-10-09 00:04:24,Parts ordered
6178,3985,7,2024-10-28 13:34:26,Root cause documented
6179,3986,1,2024-10-25 21:33:46,Resolved and confirmed with user
6180,3987,5,2024-10-13 19:32:44,Parts ordered
6181,3988,8,2024-10-30 18:14:35,Remote session started
6182,3988,2,2024-10-31 06:00:35,Waiting on vendor
6183,3989,2,2024-10-15 21:03:18,Escalated to Network Ops
6184,3990,1,2024-10-07 15:07:20,Root cause documented
6185,3991,3,2024-10-17 22:23:06,Remote session started
6186,3992,7,2024-10-08 13:17:13,Parts ordered
6187,3993,1,2024-10-20 18:04:45,Resolved and confirmed with user
6188,3994,2,2024-10-23 00:48:09,Parts ordered
6189,3994,1,2024-10-22 23:01:09,Remote session started
6190,3995,6,2024-10-13 11:12:53,Onsite visit scheduled
6191,3995,7,2024-10-13 21:54:53,Resolved and confirmed with user
6192,3995,3,2024-10-14 12:35:53,Parts ordered
6193,3996,2,2024-10-26 08:14:10,Resolved and confirmed with user
6194,3996,2,2024-10-27 02:18:10,Waiting on vendor
6195,3996,8,2024-10-26 19:48:10,Waiting on vendor
6196,3997,1,2024-10-24 22:50:51,Contacted user
6197,3998,3,2024-10-15 19:13:21,Remote session started
6198,3998,6,2024-10-15 18:19:21,Onsite visit scheduled
