enrollment_id,term_grade,comments
1639,C,Improved this term
1640,F,Strong effort
1641,A,Strong effort
1642,A,
1643,B,Strong effort
1644,F,
1645,A,
1646,C,Strong effort
1647,C,Improved this term
1648,A,
1649,D,Strong effort
1650,A,
1651,C,
1652,B,
1653,B,Strong effort
1654,A,
1655,A,Strong effort
1656,D,
1657,A,Improved this term
1658,A,Strong effort
1659,D,
1660,A,Strong effort
1661,B,
1662,D,
1663,C,
1664,D,
1665,A,Strong effort
1666,D,Strong effort
1667,D,Missing assignments
1668,A,
1669,B,Missing assignments
1670,B,Strong effort
1671,B,Strong effort
1672,B,Missing assignments
1673,C,Strong effort
1674,B,Missing assignments
1675,A,Strong effort
1676,B,
1677,A,Missing assignments
1678,B,
1679,C,Missing assignments
1680,B,
1681,A,
1682,B,
1683,F,Strong effort
1684,B,Missing assignments
1685,A,Improved this term
1686,B,
1687,A,Strong effort
1688,A,Missing assignments
1689,B,
1690,A,Strong effort
1691,C,Strong effort
1692,B,
1693,B,Missing assignments
1694,A,
1695,C,Improved this term
1696,B,Strong effort
1697,A,
1698,C,
1699,B,Strong effort
1700,B,Improved this term
1701,D,
1702,A,
1703,D,Improved this term
1704,B,Missing assignments
1705,C,
1706,A,Improved this term
1707,B,Missing assignments
1708,B,Improved this term
1709,C,
1710,B,Missing assignments
1711,B,Missing assignments
1712,A,Improved this term
1713,A,
1714,C,
1715,C,Missing assignments
1716,B,Strong effort
1717,C,
1718,B,
1719,B,Strong effort
1720,B,
1721,B,Strong effort
1722,B,Missing assignments
1723,C,Improved this term
1724,A,Missing assignments
1725,C,Improved this term
1726,C,
1727,D,
1728,C,Improved this term
1729,B,Strong effort
1730,C,
1731,B,Improved this term
1732,A,
1733,D,Missing assignments
1734,A,Improved this term
1735,B,Improved this term
1736,B,Strong effort
1737,A,Improved this term
1738,D,
1739,C,
1740,B,
1741,A,Missing assignments
1742,C,Missing assignments
1743,D,
1744,B,Missing assignments
1745,B,
1746,C,
1747,F,
1748,B,Strong effort
1749,A,
1750,B,Missing assignments
1751,A,
1752,C,Improved this term
1753,C,Strong effort
1754,D,Strong effort
1755,B,Improved this term
1756,A,Improved this term
1757,C,
1758,B,
1759,B,
1760,A,
1761,B,Strong effort
1762,B,Strong effort
1763,A,Improved this term
1764,B,
1765,A,
1766,B,Strong effort
1767,B,Improved this term
1768,B,Improved this term
1769,B,
1770,F,
1771,C,Missing assignments
1772,C,Improved this term
1773,B,Missing assignments
1774,C,Strong effort
1775,B,Improved this term
1776,F,
1777,C,
1778,C,
1779,A,
1780,A,Missing assignments
1781,B,Strong effort
1782,C,
1783,A,
1784,B,
1785,B,Missing assignments
1786,C,Improved this term
1787,C,
1788,B,Missing assignments
1789,B,Strong effort
1790,B,Improved this term
1791,B,Improved this term
1792,B,Strong effort
1793,A,Strong effort
1794,C,
1795,A,Strong effort
1796,B,Improved this term
1797,B,Missing assignments
1798,B,Improved this term
1799,B,Missing assignments
1800,A,Improved this term
1801,A,Missing assignments
1802,C,
1803,C,Strong effort
1804,D,Strong effort
1805,D,
1806,B,
1807,A,Missing assignments
1808,A,
1809,D,
1810,C,
1811,B,
1812,D,Improved this term
1813,C,
1814,B,
1815,B,
1816,A,Strong effort
1817,C,
1818,B,Missing assignments
1819,A,Improved this term
1820,B,Strong effort
1821,C,Improved this term
1822,B,Missing assignments
1823,A,
1824,B,Improved this term
1825,C,
1826,F,Strong effort
1827,A,
1828,A,Strong effort
1829,B,Improved this term
1830,B,Missing assignments
1831,A,
1832,A,
1833,A,
1834,B,Improved this term
1835,B,Improved this term
1836,A,Strong effort
1837,B,Missing assignments
1838,B,Strong effort
1839,A,Missing assignments
1840,D,
1841,B,Missing assignments
1842,C,Missing assignments
1843,B,Missing assignments
1844,B,Improved this term
1845,B,Missing assignments
1846,A,Strong effort
1847,C,Missing assignments
1848,B,Missing assignments
1849,B,Strong effort
1850,A,Strong effort
1851,B,Strong effort
1852,A,
1853,A,
1854,A,
1855,B,
1856,B,Improved this term
1857,D,Improved this term
1858,C,Missing assignments
1859,A,
1860,C,
1861,A,Improved this term
1862,A,Missing assignments
1863,A,
1864,B,
1865,A,Strong effort
1866,C,Missing assignments
1867,B,Improved this term
1868,A,Improved this term
1869,A,Strong effort
1870,B,Strong effort
1871,C,
1872,B,Strong effort
1873,C,Improved this term
1874,A,
1875,A,Improved this term
1876,B,Strong effort
1877,A,Strong effort
1878,C,Strong effort
1879,B,Missing assignments
1880,A,Improved this term
1881,A,Missing assignments
1882,C,
1883,C,Missing assignments
1884,A,
1885,B,Strong effort
1886,A,
1887,D,Strong effort
1888,A,Strong effort
1889,F,
1890,C,Missing assignments
1891,A,Missing assignments
1892,B,Improved this term
1893,B,
1894,B,
1895,B,Missing assignments
1896,B,
1897,C,Missing assignments
1898,A,Missing assignments
1899,F,Improved this term
1900,B,Strong effort
1901,C,Missing assignments
1902,B,Improved this term
1903,C,Strong effort
1904,A,
1905,A,Improved this term
1906,C,Missing assignments
1907,A,
1908,B,Missing assignments
1909,A,Missing assignments
1910,A,
1911,A,
1912,B,
1913,B,
1914,A,Strong effort
1915,D,Missing assignments
1916,C,
1917,A,Improved this term
1918,C,Missing assignments
1919,A,Missing assignments
1920,B,Strong effort
1921,B,Missing assignments
1922,A,
1923,B,Missing assignments
1924,C,
1925,A,
1926,B,
1927,B,
1928,B,
1929,B,
1930,B,
1931,A,Missing assignments
1932,B,
1933,C,Strong effort
1934,B,
1935,B,Missing assignments
1936,B,Improved this term
1937,A,Improved this term
1938,A,
1939,A,Missing assignments
1940,D,Improved this term
1941,A,
1942,C,
1943,A,Missing assignments
1944,A,
1945,B,Missing assignments
1946,B,Missing assignments
1947,A,Strong effort
1948,B,Strong effort
1949,A,Strong effort
1950,A,
1951,C,Strong effort
1952,A,Strong effort
1953,B,Strong effort
1954,A,Missing assignments
1955,C,
1956,A,
1957,A,Strong effort
1958,A,Improved this term
1959,C,
1960,C,Strong effort
1961,A,Improved this term
1962,A,
1963,A,Improved this term
1964,A,Improved this term
1965,A,Improved this term
1966,C,
1967,A,
1968,B,Missing assignments
1969,A,Strong effort
1970,B,
1971,A,
1972,C,
1973,B,Improved this term
1974,A,Improved this term
1975,A,
1976,B,
1977,C,Missing assignments
1978,C,Improved this term
1979,B,Improved this term
1980,C,Strong effort
1981,C,
1982,D,Improved this term
1983,B,
1984,C,Missing assignments
1985,A,Improved this term
1986,C,Missing assignments
1987,F,Missing assignments
1988,B,Strong effort
1989,D,Strong effort
1990,C,
1991,D,
1992,C,
1993,C,Missing assignments
1994,B,
1995,A,Missing assignments
1996,A,Missing assignments
1997,A,Strong effort
1998,D,
1999,B,
2000,C,Improved this term
2001,A,
2002,D,
2003,C,Strong effort
2004,A,
2005,A,Strong effort
2006,F,
2007,B,Strong effort
2008,A,
2009,D,
2010,C,
2011,C,Improved this term
2012,B,Strong effort
2013,B,Strong effort
2014,B,
2015,A,Missing assignments
2016,A,
2017,B,
2018,A,Strong effort
2019,C,
2020,A,
2021,A,Missing assignments
2022,A,Strong effort
2023,D,
2024,D,
2025,B,Strong effort
2026,A,Strong effort
2027,C,Missing assignments
2028,B,
2029,A,Strong effort
2030,A,Improved this term
2031,B,
2032,B,
2033,B,Improved this term
2034,C,
2035,B,Improved this term
2036,F,
2037,C,Missing assignments
2038,B,Improved this term
2039,C,Strong effort
2040,A,Missing assignments
2041,F,Strong effort
2042,D,Improved this term
2043,A,Improved this term
2044,B,Missing assignments
2045,B,Strong effort
2046,A,
2047,A,
2048,B,Strong effort
2049,A,Strong effort
2050,A,Improved this term
2051,C,
2052,B,Improved this term
2053,A,Improved this term
2054,A,Improved this term
2055,C,Improved this term
2056,B,Missing assignments
2057,A,Improved this term
2058,A,Strong effort
2059,C,
2060,B,
2061,D,Missing assignments
2062,B,
2063,F,
2064,B,
2065,A,Strong effort
2066,B,Strong effort
2067,A,Improved this term
2068,A,Missing assignments
2069,C,Missing assignments
2070,B,
2071,B,
2072,C,Missing assignments
2073,B,Missing assignments
2074,D,
2075,B,
2076,C,Improved this term
2077,D,
2078,C,Missing assignments
2079,C,Missing assignments
2080,A,Strong effort
2081,B,
2082,A,Missing assignments
2083,F,Missing assignments
2084,A,
2085,B,Strong effort
2086,B,
2087,A,Strong effort
2088,C,Missing assignments
2089,C,
2090,B,
2091,B,
2092,A,
2093,D,
2094,B,Missing assignments
2095,B,Strong effort
2096,A,Strong effort
2097,B,Strong effort
2098,B,Improved this term
2099,B,
2100,D,
2101,B,Missing assignments
2102,A,Missing assignments
2103,B,Missing assignments
2104,A,Improved this term
2105,D,
2106,A,Improved this term
2107,A,
2108,A,Improved this term
2109,C,
2110,C,Strong effort
2111,C,Strong effort
2112,C,Missing assignments
2113,B,
2114,D,
2115,A,
2116,F,Missing assignments
2117,B,Missing assignments
2118,D,Improved this term
2119,C,Improved this term
2120,A,Improved this term
2121,D,Improved this term
2122,B,Missing assignments
2123,D,
2124,D,Missing assignments
2125,B,Improved this term
2126,A,
2127,B,Strong effort
2128,C,Improved this term
2129,B,Strong effort
2130,A,Improved this term
2131,F,Strong effort
2132,C,Strong effort
2133,A,Missing assignments
2134,C,
2135,B,Improved this term
2136,A,
2137,A,Missing assignments
2138,A,Improved this term
2139,B,Strong effort
2140,C,Improved this term
2141,A,Improved this term
2142,A,Missing assignments
2143,B,Strong effort
2144,B,
2145,C,
2146,A,
2147,B,
2148,D,
2149,A,Missing assignments
2150,B,Missing assignments
2151,B,Missing assignments
2152,B,Improved this term
2153,A,Missing assignments
2154,A,
2155,D,Missing assignments
2156,C,
2157,B,
2158,B,
2159,D,Missing assignments
2160,B,
2161,D,
2162,D,
2163,C,
2164,A,Missing assignments
2165,C,
2166,C,Missing assignments
2167,C,
2168,B,Strong effort
2169,A,Missing assignments
2170,A,Improved this term
2171,F,
2172,A,
2173,A,Strong effort
2174,D,
2175,C,
2176,C,
2177,B,Improved this term
2178,B,
2179,C,Strong effort
2180,C,
2181,A,Missing assignments
2182,B,Improved this term
2183,A,Missing assignments
2184,F,
2185,B,
2186,D,
2187,D,Strong effort
2188,D,Strong effort
2189,C,Missing assignments
2190,B,Strong effort
2191,A,
2192,A,Missing assignments
2193,B,
2194,A,
2195,A,Missing assignments
2196,C,Improved this term
2197,C,Improved this term
2198,C,Improved this term
2199,D,Missing assignments
2200,C,Missing assignments
2201,C,Missing assignments
2202,B,Missing assignments
2203,A,Strong effort
2204,C,Improved this term
2205,A,Improved this term
2206,B,Strong effort
2207,D,
2208,B,
2209,A,Improved this term
2210,B,Strong effort
2211,C,
2212,A,Missing assignments
2213,A,Missing assignments
2214,B,Strong effort
2215,C,Improved this term
2216,A,Improved this term
2217,D,Missing assignments
2218,A,Missing assignments
2219,A,Improved this term
2220,A,Improved this term
2221,A,Missing assignments
2222,C,
2223,B,Improved this term
2224,B,Strong effort
2225,A,
2226,D,
2227,A,Strong effort
2228,B,
2229,A,Strong effort
2230,B,
2231,C,Improved this term
2232,F,
2233,C,Missing assignments
2234,B,Improved this term
2235,B,Improved this term
2236,A,Missing assignments
2237,A,Strong effort
2238,A,
2239,B,Improved this term
2240,A,Strong effort
2241,A,Improved this term
2242,B,Missing assignments
2243,B,
2244,B,
2245,A,Improved this term
2246,A,Improved this term
2247,F,Missing assignments
2248,A,
2249,B,Strong effort
2250,C,Strong effort
2251,A,Strong effort
2252,C,Improved this term
2253,D,Strong effort
2254,F,
2255,C,Improved this term
2256,A,Improved this term
2257,D,Improved this term
2258,D,Missing assignments
2259,A,
2260,B,Strong effort
2261,C,
2262,B,Improved this term
2263,B,
2264,B,
2265,A,Strong effort
2266,A,Strong effort
2267,B,Improved this term
2268,A,Improved this term
2269,C,
2270,B,Improved this term
2271,B,
2272,A,Strong effort
2273,B,
2274,B,Strong effort
2275,C,
2276,B,
2277,B,Improved this term
2278,C,Missing assignments
2279,C,
2280,D,Improved this term
2281,A,
2282,F,
2283,B,
2284,A,Improved this term
2285,D,
2286,C,
2287,B,
2288,A,Improved this term
2289,A,Strong effort
2290,C,Improved this term
2291,D,Missing assignments
2292,B,
2293,B,Improved this term
2294,C,
2295,C,
2296,C,Missing assignments
2297,A,
2298,C,
2299,B,
2300,B,
2301,C,Strong effort
2302,A,
2303,D,
2304,A,Missing assignments
2305,A,
2306,F,Improved this term
2307,B,
2308,B,Missing assignments
2309,B,
2310,B,Missing assignments
2311,A,Strong effort
2312,A,Strong effort
2313,A,
2314,F,
2315,C,
2316,A,
2317,D,Missing assignments
2318,C,Strong effort
2319,B,Strong effort
2320,C,
2321,C,Improved this term
2322,B,Improved this term
2323,A,Improved this term
2324,B,
2325,A,
2326,C,
2327,A,Improved this term
2328,B,Improved this term
2329,B,Missing assignments
2330,B,Missing assignments
2331,C,
2332,D,Missing assignments
2333,D,Strong effort
2334,B,
2335,C,Strong effort
2336,B,
2337,F,
2338,D,Missing assignments
2339,B,Improved this term
2340,D,
2341,D,
2342,D,Improved this term
2343,A,Strong effort
2344,C,
2345,B,Missing assignments
2346,C,Improved this term
2347,C,
2348,C,
2349,B,Improved this term
2350,B,
2351,B,
2352,C,
2353,B,Strong effort
2354,A,
2355,C,Improved this term
2356,B,
2357,B,Missing assignments
2358,B,
2359,B,
2360,C,Missing assignments
2361,B,Missing assignments
2362,C,Missing assignments
2363,C,Missing assignments
2364,C,Improved this term
2365,B,Improved this term
2366,A,Improved this term
2367,C,Strong effort
2368,D,Strong effort
2369,B,Strong effort
2370,B,Improved this term
2371,A,Improved this term
2372,B,Missing assignments
2373,A,
2374,A,Improved this term
2375,A,
2376,A,
2377,B,Improved this term
2378,B,Strong effort
2379,C,Strong effort
2380,A,Missing assignments
2381,B,Improved this term
2382,C,Strong effort
2383,C,
2384,B,Improved this term
2385,B,
2386,B,
2387,C,Missing assignments
2388,A,Missing assignments
2389,A,Strong effort
2390,B,Strong effort
2391,A,
2392,A,Strong effort
2393,B,Missing assignments
2394,B,Missing assignments
2395,B,Missing assignments
2396,A,Missing assignments
2397,C,
2398,B,
2399,C,Improved this term
2400,F,Improved this term
2401,A,
2402,A,Strong effort
2403,D,
2404,B,Missing assignments
2405,A,Missing assignments
2406,A,Improved this term
2407,D,
2408,B,Strong effort
2409,C,
2410,F,
2411,B,
2412,D,
2413,B,Strong effort
2414,A,
2415,C,
2416,B,Missing assignments
2417,B,
2418,F,
2419,A,Improved this term
2420,A,Missing assignments
2421,B,
2422,B,Improved this term
2423,D,
2424,B,
2425,A,
2426,D,Improved this term
2427,B,Improved this term
2428,B,
2429,A,
2430,C,
2431,B,
2432,B,Improved this term
2433,B,Strong effort
2434,A,Strong effort
2435,B,Strong effort
2436,A,
2437,A,Strong effort
2438,B,
2439,B,Improved this term
2440,B,Improved this term
2441,C,Improved this term
2442,A,Improved this term
2443,B,Missing assignments
2444,B,Improved this term
2445,B,
2446,A,
2447,B,
2448,B,Missing assignments
2449,C,
2450,C,Missing assignments
2451,B,Improved this term
2452,B,Missing assignments
2453,B,
2454,A,Improved this term
2455,B,
2456,B,Missing assignments
2457,C,Strong effort
2458,A,Improved this term
2459,D,Strong effort
2460,B,Missing assignments
2461,C,Missing assignments
2462,B,
2463,C,Improved this term
2464,F,Strong effort
2465,A,
2466,C,Missing assignments
2467,C,Strong effort
2468,B,Improved this term
2469,C,Missing assignments
2470,B,
2471,B,Missing assignments
2472,A,
2473,C,
2474,B,
2475,A,
2476,B,
2477,B,Improved this term
2478,B,Missing assignments
2479,C,Improved this term
2480,A,Strong effort
2481,B,
2482,C,
2483,C,Improved this term
2484,A,
2485,A,
2486,C,
2487,B,
2488,B,
2489,D,
2490,A,Strong effort
2491,B,Improved this term
2492,F,Improved this term
2493,B,Strong effort
2494,B,Strong effort
2495,D,Missing assignments
2496,C,
2497,B,
2498,B,Improved this term
2499,A,Strong effort
2500,C,Strong effort
2501,B,Strong effort
2502,A,
2503,B,
2504,D,Improved this term
2505,C,Missing assignments
2506,A,
2507,A,Strong effort
2508,C,Missing assignments
2509,B,
2510,A,Strong effort
2511,D,Improved this term
2512,D,Strong effort
2513,A,
2514,C,Strong effort
2515,C,
2516,B,Missing assignments
2517,B,
2518,B,Strong effort
2519,C,
2520,F,
2521,C,
2522,A,Strong effort
2523,A,
2524,A,Missing assignments
2525,B,
2526,A,Strong effort
2527,C,Missing assignments
2528,C,Strong effort
2529,B,Improved this term
2530,A,
2531,C,
2532,B,
2533,A,Missing assignments
2534,C,
2535,C,Strong effort
2536,C,
2537,B,
2538,C,Improved this term
2539,B,
2540,A,Strong effort
2541,B,Strong effort
2542,D,Missing assignments
2543,B,Missing assignments
2544,B,Strong effort
2545,C,Strong effort
2546,D,Missing assignments
2547,A,Strong effort
2548,A,Improved this term
2549,B,Strong effort
2550,C,Missing assignments
2551,A,
2552,D,
2553,B,
2554,A,Improved this term
2555,C,
2556,D,Improved this term
2557,A,Missing assignments
2558,B,
2559,A,Missing assignments
2560,D,Missing assignments
2561,B,Strong effort
2562,B,Missing assignments
2563,A,Improved this term
2564,B,
2565,C,Improved this term
2566,C,
2567,D,Strong effort
2568,C,
2569,A,Improved this term
2570,A,Missing assignments
2571,B,
2572,B,Improved this term
2573,A,
2574,B,Strong effort
2575,B,
2576,B,
2577,B,
2578,B,
2579,B,
2580,C,Improved this term
2581,A,Missing assignments
2582,C,
2583,B,
2584,A,Missing assignments
2585,A,Improved this term
2586,F,Missing assignments
2587,B,Missing assignments
2588,B,Missing assignments
2589,B,Missing assignments
2590,D,
2591,B,
2592,D,
2593,C,Improved this term
2594,B,Strong effort
2595,A,Strong effort
2596,B,Strong effort
2597,B,Missing assignments
2598,B,Missing assignments
2599,F,
2600,F,Missing assignments
2601,B,Missing assignments
2602,C,
2603,F,
2604,C,Strong effort
2605,B,
2606,D,Improved this term
2607,D,Strong effort
2608,B,Improved this term
2609,A,
2610,B,Strong effort
2611,F,
2612,C,
2613,A,Missing assignments
2614,A,Strong effort
2615,A,Improved this term
2616,A,Strong effort
2617,B,
2618,A,
2619,A,
2620,B,Strong effort
2621,A,Improved this term
2622,C,
2623,A,
2624,B,Strong effort
2625,D,Missing assignments
2626,C,
2627,F,Missing assignments
2628,B,Improved this term
2629,C,Strong effort
2630,C,Strong effort
2631,B,Strong effort
2632,A,
2633,C,
2634,A,Missing assignments
2635,C,Improved this term
2636,A,Missing assignments
2637,A,Strong effort
2638,C,Missing assignments
2639,A,Strong effort
2640,B,
2641,C,Improved this term
2642,A,Strong effort
2643,C,
2644,B,Strong effort
2645,B,
2646,B,
2647,F,Missing assignments
2648,D,Strong effort
2649,A,
2650,B,Missing assignments
2651,B,Strong effort
2652,A,
2653,A,Missing assignments
2654,A,
2655,A,Strong effort
2656,A,
2657,B,
2658,A,Strong effort
2659,C,
2660,A,Missing assignments
2661,A,Strong effort
2662,B,Missing assignments
2663,A,Missing assignments
2664,B,Improved this term
2665,A,Strong effort
2666,A,
2667,A,Improved this term
2668,C,
2669,A,
2670,A,Improved this term
2671,A,
2672,C,
2673,B,Missing assignments
2674,A,Improved this term
2675,C,
2676,C,Strong effort
2677,B,Missing assignments
2678,B,Missing assignments
2679,C,Strong effort
2680,A,Improved this term
2681,D,
2682,F,Missing assignments
2683,B,Strong effort
2684,A,Strong effort
2685,A,Strong effort
2686,F,Strong effort
2687,B,
2688,C,
2689,C,Strong effort
2690,B,Strong effort
2691,C,
2692,C,Missing assignments
2693,A,
2694,C,
2695,A,
2696,C,Improved this term
2697,A,Improved this term
2698,B,
2699,A,
2700,B,Missing assignments
2701,A,
2702,A,
2703,C,
2704,F,Strong effort
2705,A,Missing assignments
2706,C,Missing assignments
2707,A,
2708,B,Strong effort
2709,B,
2710,B,Strong effort
2711,C,Improved this term
2712,D,Strong effort
2713,D,
2714,A,Missing assignments
2715,C,Missing assignments
2716,B,Strong effort
2717,C,Strong effort
2718,B,Strong effort
2719,B,
2720,B,
2721,D,Improved this term
2722,A,
2723,C,
2724,B,Strong effort
2725,C,Missing assignments
2726,A,
2727,A,Strong effort
2728,B,
2729,B,Strong effort
2730,B,Improved this term
2731,A,Strong effort
2732,B,
2733,A,
2734,A,
2735,B,
2736,A,
2737,D,Missing assignments
2738,B,
2739,B,Improved this term
2740,A,
2741,C,
2742,A,Missing assignments
2743,B,
2744,C,
2745,B,Strong effort
2746,D,Strong effort
2747,A,
2748,B,
2749,A,Missing assignments
2750,B,Strong effort
2751,A,Strong effort
2752,B,Missing assignments
2753,B,
2754,C,Improved this term
2755,C,Improved this term
2756,A,Missing assignments
2757,F,
2758,D,Missing assignments
2759,D,
2760,B,
2761,C,Improved this term
2762,A,Strong effort
2763,A,
2764,C,
2765,C,Missing assignments
2766,B,Strong effort
2767,B,Strong effort
2768,C,Missing assignments
2769,B,Improved this term
2770,B,Improved this term
2771,A,
2772,B,Missing assignments
2773,A,
2774,B,
2775,B,Improved this term
2776,A,Strong effort
2777,D,Improved this term
2778,A,Missing assignments
2779,F,Missing assignments
2780,B,Improved this term
2781,B,
2782,C,Strong effort
2783,B,Missing assignments
2784,D,Missing assignments
2785,A,Improved this term
2786,B,
2787,B,Improved this term
2788,A,Missing assignments
2789,C,Improved this term
2790,A,
2791,A,Strong effort
2792,B,Strong effort
2793,A,
2794,D,Strong effort
2795,C,
2796,B,
2797,B,
2798,C,Strong effort
2799,C,
2800,D,Missing assignments
2801,F,
2802,B,
2803,A,Strong effort
2804,B,Missing assignments
2805,D,Strong effort
2806,F,Missing assignments
2807,B,
2808,A,Missing assignments
2809,A,Missing assignments
2810,D,
2811,B,Strong effort
2812,B,
2813,D,Missing assignments
2814,A,
2815,B,Missing assignments
2816,D,Strong effort
2817,C,Improved this term
2818,C,
2819,A,Improved this term
2820,A,Strong effort
2821,C,Strong effort
2822,A,Strong effort
2823,F,Strong effort
2824,B,Improved this term
2825,D,Improved this term
2826,B,Improved this term
2827,B,Strong effort
2828,A,Improved this term
2829,C,Improved this term
2830,B,Strong effort
2831,B,
2832,A,Missing assignments
2833,C,Missing assignments
2834,A,
2835,B,
2836,C,
2837,C,
2838,B,
2839,C,Strong effort
2840,C,Improved this term
2841,A,Improved this term
2842,C,
2843,C,Missing assignments
2844,A,Improved this term
2845,D,Strong effort
2846,C,Missing assignments
2847,A,Improved this term
2848,A,Missing assignments
2849,B,Strong effort
2850,A,Improved this term
2851,C,Strong effort
2852,B,Strong effort
2853,D,Missing assignments
2854,B,Improved this term
2855,A,
2856,B,
2857,B,
2858,F,
2859,B,Improved this term
2860,C,Improved this term
2861,B,Improved this term
2862,B,Improved this term
2863,B,Strong effort
2864,B,Strong effort
2865,A,Strong effort
2866,D,Missing assignments
2867,A,Improved this term
2868,D,Strong effort
2869,B,Strong effort
2870,D,
2871,A,Improved this term
2872,D,Improved this term
2873,C,
2874,A,Improved this term
2875,C,Missing assignments
2876,C,
2877,B,
2878,B,Improved this term
2879,A,Missing assignments
2880,C,
2881,A,Missing assignments
2882,B,
2883,B,Missing assignments
2884,D,
2885,B,
2886,A,Missing assignments
2887,B,Strong effort
2888,C,Missing assignments
2889,A,
2890,A,Missing assignments
2891,D,Missing assignments
2892,C,Missing assignments
2893,B,Improved this term
2894,C,Improved this term
2895,B,
2896,B,Missing assignments
2897,C,Missing assignments
2898,B,
2899,A,
2900,B,Strong effort
2901,F,
2902,C,Improved this term
2903,B,
2904,C,Missing assignments
2905,D,
2906,B,Strong effort
2907,A,Missing assignments
2908,C,
2909,F,
2910,A,Missing assignments
2911,F,
2912,C,Improved this term
2913,B,Missing assignments
2914,A,Improved this term
2915,B,
2916,A,Strong effort
2917,B,Improved this term
2918,B,
2919,C,
2920,B,
2921,D,Improved this term
2922,A,Missing assignments
2923,B,
2924,B,
2925,A,
2926,A,Missing assignments
2927,B,Missing assignments
2928,B,
2929,A,
2930,A,
2931,A,
2932,B,
2933,B,
2934,B,
2935,B,
2936,D,
2937,B,Missing assignments
2938,D,Improved this term
2939,A,Improved this term
2940,C,Improved this term
2941,B,Strong effort
2942,B,Missing assignments
2943,B,
2944,B,
2945,A,
2946,A,
2947,F,Improved this term
2948,B,Strong effort
2949,C,Improved this term
2950,B,Strong effort
2951,D,Missing assignments
2952,F,
2953,A,Improved this term
2954,C,
2955,A,Improved this term
2956,F,Strong effort
2957,B,
2958,A,
2959,C,Strong effort
2960,A,Missing assignments
2961,D,
2962,B,Improved this term
2963,B,
2964,D,
2965,B,Strong effort
2966,B,
2967,D,
2968,C,
2969,D,Improved this term
2970,A,
2971,B,Improved this term
2972,B,Missing assignments
2973,C,Missing assignments
2974,C,
2975,C,
2976,A,
2977,A,Improved this term
2978,C,
2979,B,Strong effort
2980,B,
2981,D,Strong effort
2982,B,Strong effort
2983,C,
2984,D,
2985,A,Improved this term
2986,B,Missing assignments
2987,B,Strong effort
2988,A,
2989,B,Improved this term
2990,F,Improved this term
2991,F,Strong effort
2992,C,
2993,D,Strong effort
2994,A,
2995,D,
2996,A,Missing assignments
2997,D,Missing assignments
2998,C,
2999,C,Improved this term
3000,F,
3001,A,Missing assignments
3002,B,
3003,B,Improved this term
3004,B,Missing assignments
3005,B,Improved this term
3006,D,Missing assignments
3007,B,Missing assignments
3008,F,
3009,A,Improved this term
3010,B,Improved this term
3011,D,
3012,C,
3013,A,Missing assignments
3014,B,Missing assignments
3015,D,Missing assignments
3016,C,Strong effort
3017,D,Missing assignments
3018,D,Improved this term
3019,B,Strong effort
3020,B,
3021,A,
3022,A,
3023,D,
3024,C,Missing assignments
3025,A,
3026,A,Missing assignments
3027,A,Strong effort
3028,B,
3029,B,
3030,C,Strong effort
3031,B,
3032,A,Strong effort
3033,C,Improved this term
3034,B,
3035,A,
3036,B,
3037,A,
3038,A,
3039,C,
3040,A,
3041,A,
3042,B,Strong effort
3043,C,
3044,B,Improved this term
3045,A,Improved this term
3046,B,
3047,B,Improved this term
3048,C,Missing assignments
3049,A,Strong effort
3050,A,Missing assignments
3051,A,Missing assignments
3052,A,Improved this term
3053,B,Improved this term
3054,B,Missing assignments
3055,B,Missing assignments
3056,A,Strong effort
3057,A,
3058,C,
3059,B,Strong effort
3060,D,
3061,C,
3062,D,Missing assignments
3063,D,
3064,B,Improved this term
3065,A,Strong effort
3066,B,
3067,A,Missing assignments
3068,D,Missing assignments
3069,A,Missing assignments
3070,C,Missing assignments
3071,B,
3072,C,Strong effort
3073,C,
3074,C,Strong effort
3075,B,Improved this term
3076,C,Improved this term
3077,C,Strong effort
3078,C,Improved this term
3079,A,
3080,B,Strong effort
3081,C,Strong effort
3082,C,Improved this term
3083,A,Improved this term
3084,B,Improved this term
3085,B,
3086,A,Missing assignments
3087,B,Missing assignments
3088,A,Missing assignments
3089,C,Improved this term
3090,B,Strong effort
3091,B,Missing assignments
3092,A,
3093,B,Strong effort
3094,C,Improved this term
3095,B,Strong effort
3096,B,
3097,C,Strong effort
3098,A,
3099,B,
3100,D,Strong effort
3101,B,
3102,C,
3103,B,Strong effort
3104,A,Missing assignments
3105,B,
3106,A,Missing assignments
3107,A,
3108,B,Missing assignments
3109,F,
3110,D,Missing assignments
3111,A,
3112,B,Improved this term
3113,A,Missing assignments
3114,B,
3115,B,Missing assignments
3116,D,
3117,B,
3118,A,Strong effort
3119,A,
3120,B,Improved this term
3121,C,Missing assignments
3122,C,
3123,C,
3124,B,Strong effort
3125,C,
3126,B,Missing assignments
3127,C,Missing assignments
3128,C,Missing assignments
3129,A,
3130,A,Improved this term
3131,B,Improved this term
3132,C,Improved this term
3133,A,
3134,C,
3135,D,Strong effort
3136,B,
3137,B,
3138,A,Improved this term
3139,B,
3140,A,
3141,B,Improved this term
3142,D,Improved this term
3143,B,
3144,B,
3145,B,
3146,A,Improved this term
3147,B,
3148,B,Strong effort
3149,A,
3150,F,Missing assignments
3151,C,Missing assignments
3152,B,Strong effort
3153,C,
3154,B,Strong effort
3155,B,Improved this term
