enrollment_id,student_id,section_id
2139,159,18
2140,159,19
2141,159,20
2142,159,21
2143,159,22
2144,159,23
2145,159,24
2146,160,13
2147,160,14
2148,160,15
2149,160,16
2150,160,17
2151,160,18
2152,160,19
2153,160,20
2154,160,21
2155,160,22
2156,160,23
2157,160,24
2158,161,13
2159,161,14
2160,161,15
2161,161,16
2162,161,17
2163,161,18
2164,161,19
2165,161,20
2166,161,21
2167,161,22
2168,161,23
2169,161,24
2170,162,37
2171,162,38
2172,162,39
2173,162,40
2174,162,41
2175,162,42
2176,162,43
2177,162,44
2178,162,45
2179,162,46
2180,162,47
2181,162,48
2182,162,49
2183,162,50
2184,162,51
2185,163,112
2186,163,113
2187,163,114
2188,163,115
2189,163,116
2190,163,117
2191,163,118
2192,163,119
2193,163,120
2194,164,37
2195,164,38
2196,164,39
2197,164,40
2198,164,41
2199,164,42
2200,164,43
2201,164,44
2202,164,45
2203,164,46
2204,164,47
2205,164,48
2206,164,49
2207,164,50
2208,164,51
2209,165,37
2210,165,38
2211,165,39
2212,165,40
2213,165,41
2214,165,42
2215,165,43
2216,165,44
2217,165,45
2218,165,46
2219,165,47
2220,165,48
2221,165,49
2222,165,50
2223,165,51
2224,166,67
2225,166,68
2226,166,69
2227,166,70
2228,166,71
2229,166,72
2230,166,73
2231,166,74
2232,166,75
2233,166,76
2234,166,77
2235,166,78
2236,166,79
2237,166,80
2238,166,81
2239,167,52
2240,167,53
2241,167,54
2242,167,55
2243,167,56
2244,167,57
2245,167,58
2246,167,59
2247,167,60
2248,167,61
2249,167,62
2250,167,63
2251,167,64
2252,167,65
2253,167,66
2254,168,52
2255,168,53
2256,168,54
2257,168,55
2258,168,56
2259,168,57
2260,168,58
2261,168,59
2262,168,60
2263,168,61
2264,168,62
2265,168,63
2266,168,64
2267,168,65
2268,168,66
2269,169,112
2270,169,113
2271,169,114
2272,169,115
2273,169,116
2274,169,117
2275,169,118
2276,169,119
2277,169,120
2278,170,52
2279,170,53
2280,170,54
2281,170,55
2282,170,56
2283,170,57
2284,170,58
2285,170,59
2286,170,60
2287,170,61
2288,170,62
2289,170,63
2290,170,64
2291,170,65
2292,170,66
2293,171,52
2294,171,53
2295,171,54
2296,171,55
2297,171,56
2298,171,57
2299,171,58
2300,171,59
2301,171,60
2302,171,61
2303,171,62
2304,171,63
2305,171,64
2306,171,65
2307,171,66
2308,172,37
2309,172,38
2310,172,39
2311,172,40
2312,172,41
2313,172,42
2314,172,43
2315,172,44
2316,172,45
2317,172,46
2318,172,47
2319,172,48
2320,172,49
2321,172,50
2322,172,51
2323,173,1
2324,173,2
2325,173,3
2326,173,4
2327,173,5
2328,173,6
2329,173,7
2330,173,8
2331,173,9
2332,173,10
2333,173,11
2334,173,12
2335,174,52
2336,174,53
2337,174,54
2338,174,55
2339,174,56
2340,174,57
2341,174,58
2342,174,59
2343,174,60
2344,174,61
2345,174,62
2346,174,63
2347,174,64
2348,174,65
2349,174,66
2350,175,25
2351,175,26
2352,175,27
2353,175,28
2354,175,29
2355,175,30
2356,175,31
2357,175,32
2358,175,33
2359,175,34
2360,175,35
2361,175,36
2362,176,97
2363,176,98
2364,176,99
2365,176,100
2366,176,101
2367,176,102
2368,176,103
2369,176,104
2370,176,105
2371,176,106
2372,176,107
2373,176,108
2374,176,109
2375,176,110
2376,176,111
2377,177,67
2378,177,68
2379,177,69
2380,177,70
2381,177,71
2382,177,72
2383,177,73
2384,177,74
2385,177,75
2386,177,76
2387,177,77
2388,177,78
2389,177,79
2390,177,80
2391,177,81
2392,178,97
2393,178,98
2394,178,99
2395,178,100
2396,178,101
2397,178,102
2398,178,103
2399,178,104
2400,178,105
2401,178,106
2402,178,107
2403,178,108
2404,178,109
2405,178,110
2406,178,111
2407,179,82
2408,179,83
2409,179,84
2410,179,85
2411,179,86
2412,179,87
2413,179,88
2414,179,89
2415,179,90
2416,179,91
2417,179,92
2418,179,93
2419,179,94
2420,179,95
2421,179,96
2422,180,13
2423,180,14
2424,180,15
2425,180,16
2426,180,17
2427,180,18
2428,180,19
2429,180,20
2430,180,21
2431,180,22
2432,180,23
2433,180,24
2434,181,97
2435,181,98
2436,181,99
2437,181,100
2438,181,101
2439,181,102
2440,181,103
2441,181,104
2442,181,105
2443,181,106
2444,181,107
2445,181,108
2446,181,109
2447,181,110
2448,181,111
2449,182,82
2450,182,83
2451,182,84
2452,182,85
2453,182,86
2454,182,87
2455,182,88
2456,182,89
2457,182,90
2458,182,91
2459,182,92
2460,182,93
2461,182,94
2462,182,95
2463,182,96
2464,183,52
2465,183,53
2466,183,54
2467,183,55
2468,183,56
2469,183,57
2470,183,58
2471,183,59
2472,183,60
2473,183,61
2474,183,62
2475,183,63
2476,183,64
2477,183,65
2478,183,66
2479,184,112
2480,184,113
2481,184,114
2482,184,115
2483,184,116
2484,184,117
2485,184,118
2486,184,119
2487,184,120
2488,185,67
2489,185,68
2490,185,69
2491,185,70
2492,185,71
2493,185,72
2494,185,73
2495,185,74
2496,185,75
2497,185,76
2498,185,77
2499,185,78
2500,185,79
2501,185,80
2502,185,81
2503,186,112
2504,186,113
2505,186,114
2506,186,115
2507,186,116
2508,186,117
2509,186,118
2510,186,119
2511,186,120
2512,187,82
2513,187,83
2514,187,84
2515,187,85
2516,187,86
2517,187,87
2518,187,88
2519,187,89
2520,187,90
2521,187,91
2522,187,92
2523,187,93
2524,187,94
2525,187,95
2526,187,96
2527,188,97
2528,188,98
2529,188,99
2530,188,100
2531,188,101
2532,188,102
2533,188,103
2534,188,104
2535,188,105
2536,188,106
2537,188,107
2538,188,108
2539,188,109
2540,188,110
2541,188,111
2542,189,82
2543,189,83
2544,189,84
2545,189,85
2546,189,86
2547,189,87
2548,189,88
2549,189,89
2550,189,90
2551,189,91
2552,189,92
2553,189,93
2554,189,94
2555,189,95
2556,189,96
2557,190,112
2558,190,113
2559,190,114
2560,190,115
2561,190,116
2562,190,117
2563,190,118
2564,190,119
2565,190,120
2566,191,25
2567,191,26
2568,191,27
2569,191,28
2570,191,29
2571,191,30
2572,191,31
2573,191,32
2574,191,33
2575,191,34
2576,191,35
2577,191,36
2578,192,25
2579,192,26
2580,192,27
2581,192,28
2582,192,29
2583,192,30
2584,192,31
2585,192,32
2586,192,33
2587,192,34
2588,192,35
2589,192,36
2590,193,97
2591,193,98
2592,193,99
2593,193,100
2594,193,101
2595,193,102
2596,193,103
2597,193,104
2598,193,105
2599,193,106
2600,193,107
2601,193,108
2602,193,109
2603,193,110
2604,193,111
2605,194,13
2606,194,14
2607,194,15
2608,194,16
2609,194,17
2610,194,18
2611,194,19
2612,194,20
2613,194,21
2614,194,22
2615,194,23
2616,194,24
2617,195,112
2618,195,113
2619,195,114
2620,195,115
2621,195,116
2622,195,117
2623,195,118
2624,195,119
2625,195,120
2626,196,13
2627,196,14
2628,196,15
2629,196,16
2630,196,17
2631,196,18
2632,196,19
2633,196,20
2634,196,21
2635,196,22
2636,196,23
2637,196,24
2638,197,82
2639,197,83
2640,197,84
2641,197,85
2642,197,86
2643,197,87
2644,197,88
2645,197,89
2646,197,90
2647,197,91
2648,197,92
2649,197,93
2650,197,94
2651,197,95
2652,197,96
2653,198,97
2654,198,98
2655,198,99
2656,198,100
2657,198,101
2658,198,102
2659,198,103
2660,198,104
2661,198,105
2662,198,106
2663,198,107
2664,198,108
2665,198,109
2666,198,110
2667,198,111
2668,199,13
2669,199,14
2670,199,15
2671,199,16
2672,199,17
2673,199,18
2674,199,19
2675,199,20
2676,199,21
2677,199,22
2678,199,23
2679,199,24
2680,200,82
2681,200,83
2682,200,84
2683,200,85
2684,200,86
2685,200,87
2686,200,88
2687,200,89
2688,200,90
2689,200,91
2690,200,92
2691,200,93
2692,200,94
2693,200,95
2694,200,96
2695,201,37
2696,201,38
2697,201,39
2698,201,40
2699,201,41
2700,201,42
2701,201,43
2702,201,44
2703,201,45
2704,201,46
2705,201,47
2706,201,48
2707,201,49
2708,201,50
2709,201,51
2710,202,97
2711,202,98
2712,202,99
2713,202,100
2714,202,101
2715,202,102
2716,202,103
2717,202,104
2718,202,105
2719,202,106
2720,202,107
2721,202,108
2722,202,109
2723,202,110
2724,202,111
2725,203,1
2726,203,2
2727,203,3
2728,203,4
2729,203,5
2730,203,6
2731,203,7
2732,203,8
2733,203,9
2734,203,10
2735,203,11
2736,203,12
2737,204,25
2738,204,26
2739,204,27
2740,204,28
2741,204,29
2742,204,30
2743,204,31
2744,204,32
2745,204,33
2746,204,34
2747,204,35
2748,204,36
2749,205,67
2750,205,68
2751,205,69
2752,205,70
2753,205,71
2754,205,72
2755,205,73
2756,205,74
2757,205,75
2758,205,76
2759,205,77
2760,205,78
2761,205,79
2762,205,80
2763,205,81
2764,206,37
2765,206,38
2766,206,39
2767,206,40
2768,206,41
2769,206,42
2770,206,43
2771,206,44
2772,206,45
2773,206,46
2774,206,47
2775,206,48
2776,206,49
2777,206,50
2778,206,51
2779,207,52
2780,207,53
2781,207,54
2782,207,55
2783,207,56
2784,207,57
2785,207,58
2786,207,59
2787,207,60
2788,207,61
2789,207,62
2790,207,63
2791,207,64
2792,207,65
2793,207,66
2794,208,82
2795,208,83
2796,208,84
2797,208,85
2798,208,86
2799,208,87
2800,208,88
2801,208,89
2802,208,90
2803,208,91
2804,208,92
2805,208,93
2806,208,94
2807,208,95
2808,208,96
2809,209,52
2810,209,53
2811,209,54
2812,209,55
2813,209,56
2814,209,57
2815,209,58
2816,209,59
2817,209,60
2818,209,61
2819,209,62
2820,209,63
2821,209,64
2822,209,65
2823,209,66
2824,210,25
2825,210,26
2826,210,27
2827,210,28
2828,210,29
2829,210,30
2830,210,31
2831,210,32
2832,210,33
2833,210,34
2834,210,35
2835,210,36
2836,211,82
2837,211,83
2838,211,84
2839,211,85
2840,211,86
2841,211,87
2842,211,88
2843,211,89
2844,211,90
2845,211,91
2846,211,92
2847,211,93
2848,211,94
2849,211,95
2850,211,96
2851,212,97
2852,212,98
2853,212,99
2854,212,100
2855,212,101
2856,212,102
2857,212,103
2858,212,104
2859,212,105
2860,212,106
2861,212,107
2862,212,108
2863,212,109
2864,212,110
2865,212,111
2866,213,37
2867,213,38
2868,213,39
2869,213,40
2870,213,41
2871,213,42
2872,213,43
2873,213,44
2874,213,45
2875,213,46
2876,213,47
2877,213,48
2878,213,49
2879,213,50
2880,213,51
2881,214,112
2882,214,113
2883,214,114
2884,214,115
2885,214,116
2886,214,117
2887,214,118
2888,214,119
2889,214,120
2890,215,67
2891,215,68
2892,215,69
2893,215,70
2894,215,71
2895,215,72
2896,215,73
2897,215,74
2898,215,75
2899,215,76
2900,215,77
2901,215,78
2902,215,79
2903,215,80
2904,215,81
2905,216,67
2906,216,68
2907,216,69
2908,216,70
2909,216,71
2910,216,72
2911,216,73
2912,216,74
2913,216,75
2914,216,76
2915,216,77
2916,216,78
2917,216,79
2918,216,80
2919,216,81
2920,217,82
2921,217,83
2922,217,84
2923,217,85
2924,217,86
2925,217,87
2926,217,88
2927,217,89
2928,217,90
2929,217,91
2930,217,92
2931,217,93
2932,217,94
2933,217,95
2934,217,96
2935,218,25
2936,218,26
2937,218,27
2938,218,28
2939,218,29
2940,218,30
2941,218,31
2942,218,32
2943,218,33
2944,218,34
2945,218,35
2946,218,36
2947,219,82
2948,219,83
2949,219,84
2950,219,85
2951,219,86
2952,219,87
2953,219,88
2954,219,89
2955,219,90
2956,219,91
2957,219,92
2958,219,93
2959,219,94
2960,219,95
2961,219,96
2962,220,97
2963,220,98
2964,220,99
2965,220,100
2966,220,101
2967,220,102
2968,220,103
2969,220,104
2970,220,105
2971,220,106
2972,220,107
2973,220,108
2974,220,109
2975,220,110
2976,220,111
2977,221,13
2978,221,14
2979,221,15
2980,221,16
2981,221,17
2982,221,18
2983,221,19
2984,221,20
2985,221,21
2986,221,22
2987,221,23
2988,221,24
2989,222,25
2990,222,26
2991,222,27
2992,222,28
2993,222,29
2994,222,30
2995,222,31
2996,222,32
2997,222,33
2998,222,34
2999,222,35
3000,222,36
3001,223,112
3002,223,113
3003,223,114
3004,223,115
3005,223,116
3006,223,117
3007,223,118
3008,223,119
3009,223,120
3010,224,97
3011,224,98
3012,224,99
3013,224,100
3014,224,101
3015,224,102
3016,224,103
3017,224,104
3018,224,105
3019,224,106
3020,224,107
3021,224,108
3022,224,109
3023,224,110
3024,224,111
3025,225,67
3026,225,68
3027,225,69
3028,225,70
3029,225,71
3030,225,72
3031,225,73
3032,225,74
3033,225,75
3034,225,76
3035,225,77
3036,225,78
3037,225,79
3038,225,80
3039,225,81
3040,226,52
3041,226,53
3042,226,54
3043,226,55
3044,226,56
3045,226,57
3046,226,58
3047,226,59
3048,226,60
3049,226,61
3050,226,62
3051,226,63
3052,226,64
3053,226,65
3054,226,66
3055,227,97
3056,227,98
3057,227,99
3058,227,100
3059,227,101
3060,227,102
3061,227,103
3062,227,104
3063,227,105
3064,227,106
3065,227,107
3066,227,108
3067,227,109
3068,227,110
3069,227,111
3070,228,112
3071,228,113
3072,228,114
3073,228,115
3074,228,116
3075,228,117
3076,228,118
3077,228,119
3078,228,120
3079,229,82
3080,229,83
3081,229,84
3082,229,85
3083,229,86
3084,229,87
3085,229,88
3086,229,89
3087,229,90
3088,229,91
3089,229,92
3090,229,93
3091,229,94
3092,229,95
3093,229,96
3094,230,37
3095,230,38
3096,230,39
3097,230,40
3098,230,41
3099,230,42
3100,230,43
3101,230,44
3102,230,45
3103,230,46
3104,230,47
3105,230,48
3106,230,49
3107,230,50
3108,230,51
3109,231,52
3110,231,53
3111,231,54
3112,231,55
3113,231,56
3114,231,57
3115,231,58
3116,231,59
3117,231,60
3118,231,61
3119,231,62
3120,231,63
3121,231,64
3122,231,65
3123,231,66
3124,232,13
3125,232,14
3126,232,15
3127,232,16
3128,232,17
3129,232,18
3130,232,19
3131,232,20
3132,232,21
3133,232,22
3134,232,23
3135,232,24
3136,233,25
3137,233,26
3138,233,27
3139,233,28
3140,233,29
3141,233,30
3142,233,31
3143,233,32
3144,233,33
3145,233,34
3146,233,35
3147,233,36
3148,234,52
3149,234,53
3150,234,54
3151,234,55
3152,234,56
3153,234,57
3154,234,58
3155,234,59
3156,234,60
3157,234,61
3158,234,62
3159,234,63
3160,234,64
3161,234,65
3162,234,66
3163,235,37
3164,235,38
3165,235,39
3166,235,40
3167,235,41
3168,235,42
3169,235,43
3170,235,44
3171,235,45
3172,235,46
3173,235,47
3174,235,48
3175,235,49
3176,235,50
3177,235,51
3178,236,52
3179,236,53
3180,236,54
3181,236,55
3182,236,56
3183,236,57
3184,236,58
3185,236,59
3186,236,60
3187,236,61
3188,236,62
3189,236,63
3190,236,64
3191,236,65
3192,236,66
3193,237,67
3194,237,68
3195,237,69
3196,237,70
3197,237,71
3198,237,72
3199,237,73
3200,237,74
3201,237,75
3202,237,76
3203,237,77
3204,237,78
3205,237,79
3206,237,80
3207,237,81
3208,238,82
3209,238,83
3210,238,84
3211,238,85
3212,238,86
3213,238,87
3214,238,88
3215,238,89
3216,238,90
3217,238,91
3218,238,92
3219,238,93
3220,238,94
3221,238,95
3222,238,96
3223,239,37
3224,239,38
3225,239,39
3226,239,40
3227,239,41
3228,239,42
3229,239,43
3230,239,44
3231,239,45
3232,239,46
3233,239,47
3234,239,48
3235,239,49
3236,239,50
3237,239,51
3238,240,112
3239,240,113
3240,240,114
3241,240,115
3242,240,116
3243,240,117
3244,240,118
3245,240,119
3246,240,120
3247,241,25
3248,241,26
3249,241,27
3250,241,28
3251,241,29
3252,241,30
3253,241,31
3254,241,32
3255,241,33
3256,241,34
3257,241,35
3258,241,36
3259,242,97
3260,242,98
3261,242,99
3262,242,100
3263,242,101
3264,242,102
3265,242,103
3266,242,104
3267,242,105
3268,242,106
3269,242,107
3270,242,108
3271,242,109
3272,242,110
3273,242,111
3274,243,37
3275,243,38
3276,243,39
3277,243,40
3278,243,41
3279,243,42
3280,243,43
3281,243,44
3282,243,45
3283,243,46
3284,243,47
3285,243,48
3286,243,49
3287,243,50
3288,243,51
3289,244,97
3290,244,98
3291,244,99
3292,244,100
3293,244,101
3294,244,102
3295,244,103
3296,244,104
3297,244,105
3298,244,106
3299,244,107
3300,244,108
3301,244,109
3302,244,110
3303,244,111
3304,245,13
3305,245,14
3306,245,15
3307,245,16
3308,245,17
3309,245,18
3310,245,19
3311,245,20
3312,245,21
3313,245,22
3314,245,23
3315,245,24
3316,246,82
3317,246,83
3318,246,84
3319,246,85
3320,246,86
3321,246,87
3322,246,88
3323,246,89
3324,246,90
3325,246,91
3326,246,92
3327,246,93
3328,246,94
3329,246,95
3330,246,96
3331,247,67
3332,247,68
3333,247,69
3334,247,70
3335,247,71
3336,247,72
3337,247,73
3338,247,74
3339,247,75
3340,247,76
3341,247,77
3342,247,78
3343,247,79
3344,247,80
3345,247,81
3346,248,67
3347,248,68
3348,248,69
3349,248,70
3350,248,71
3351,248,72
3352,248,73
3353,248,74
3354,248,75
3355,248,76
3356,248,77
3357,248,78
3358,248,79
3359,248,80
3360,248,81
3361,249,37
3362,249,38
3363,249,39
3364,249,40
3365,249,41
3366,249,42
3367,249,43
3368,249,44
3369,249,45
3370,249,46
3371,249,47
3372,249,48
3373,249,49
3374,249,50
3375,249,51
3376,250,112
3377,250,113
3378,250,114
3379,250,115
3380,250,116
3381,250,117
3382,250,118
3383,250,119
3384,250,120
3385,251,25
3386,251,26
3387,251,27
3388,251,28
3389,251,29
3390,251,30
3391,251,31
3392,251,32
3393,251,33
3394,251,34
3395,251,35
3396,251,36
3397,252,13
3398,252,14
3399,252,15
3400,252,16
3401,252,17
3402,252,18
3403,252,19
3404,252,20
3405,252,21
3406,252,22
3407,252,23
3408,252,24
3409,253,112
3410,253,113
3411,253,114
3412,253,115
3413,253,116
3414,253,117
3415,253,118
3416,253,119
3417,253,120
3418,254,67
3419,254,68
3420,254,69
3421,254,70
3422,254,71
3423,254,72
3424,254,73
3425,254,74
3426,254,75
3427,254,76
3428,254,77
3429,254,78
3430,254,79
3431,254,80
3432,254,81
3433,255,67
3434,255,68
3435,255,69
3436,255,70
3437,255,71
3438,255,72
3439,255,73
3440,255,74
3441,255,75
3442,255,76
3443,255,77
3444,255,78
3445,255,79
3446,255,80
3447,255,81
3448,256,52
3449,256,53
3450,256,54
3451,256,55
3452,256,56
3453,256,57
3454,256,58
3455,256,59
3456,256,60
3457,256,61
3458,256,62
3459,256,63
3460,256,64
3461,256,65
3462,256,66
3463,257,37
3464,257,38
3465,257,39
3466,257,40
3467,257,41
3468,257,42
3469,257,43
3470,257,44
3471,257,45
3472,257,46
3473,257,47
3474,257,48
3475,257,49
3476,257,50
3477,257,51
3478,258,13
3479,258,14
3480,258,15
3481,258,16
3482,258,17
3483,258,18
3484,258,19
3485,258,20
3486,258,21
3487,258,22
3488,258,23
3489,258,24
3490,259,37
3491,259,38
3492,259,39
3493,259,40
3494,259,41
3495,259,42
3496,259,43
3497,259,44
3498,259,45
3499,259,46
3500,259,47
3501,259,48
3502,259,49
3503,259,50
3504,259,51
3505,260,13
3506,260,14
3507,260,15
3508,260,16
3509,260,17
3510,260,18
3511,260,19
3512,260,20
3513,260,21
3514,260,22
3515,260,23
3516,260,24
3517,261,112
3518,261,113
3519,261,114
3520,261,115
3521,261,116
3522,261,117
3523,261,118
3524,261,119
3525,261,120
3526,262,37
3527,262,38
3528,262,39
3529,262,40
3530,262,41
3531,262,42
3532,262,43
3533,262,44
3534,262,45
3535,262,46
3536,262,47
3537,262,48
3538,262,49
3539,262,50
3540,262,51
3541,263,67
3542,263,68
3543,263,69
3544,263,70
3545,263,71
3546,263,72
3547,263,73
3548,263,74
3549,263,75
3550,263,76
3551,263,77
3552,263,78
3553,263,79
3554,263,80
3555,263,81
3556,264,1
3557,264,2
3558,264,3
3559,264,4
3560,264,5
3561,264,6
3562,264,7
3563,264,8
3564,264,9
3565,264,10
3566,264,11
3567,264,12
3568,265,67
3569,265,68
3570,265,69
3571,265,70
3572,265,71
3573,265,72
3574,265,73
3575,265,74
3576,265,75
3577,265,76
3578,265,77
3579,265,78
3580,265,79
3581,265,80
3582,265,81
3583,266,1
3584,266,2
3585,266,3
3586,266,4
3587,266,5
3588,266,6
3589,266,7
3590,266,8
3591,266,9
3592,266,10
3593,266,11
3594,266,12
3595,267,112
3596,267,113
3597,267,114
3598,267,115
3599,267,116
3600,267,117
3601,267,118
3602,267,119
3603,267,120
3604,268,67
3605,268,68
3606,268,69
3607,268,70
3608,268,71
3609,268,72
3610,268,73
3611,268,74
3612,268,75
3613,268,76
3614,268,77
3615,268,78
3616,268,79
3617,268,80
3618,268,81
3619,269,97
3620,269,98
3621,269,99
3622,269,100
3623,269,101
3624,269,102
3625,269,103
3626,269,104
3627,269,105
3628,269,106
3629,269,107
3630,269,108
3631,269,109
3632,269,110
3633,269,111
3634,270,82
3635,270,83
3636,270,84
3637,270,85
3638,270,86
3639,270,87
3640,270,88
3641,270,89
3642,270,90
3643,270,91
3644,270,92
3645,270,93
3646,270,94
3647,270,95
3648,270,96
3649,271,112
3650,271,113
3651,271,114
3652,271,115
3653,271,116
3654,271,117
3655,271,118
3656,271,119
3657,271,120
3658,272,25
3659,272,26
3660,272,27
3661,272,28
3662,272,29
3663,272,30
3664,272,31
3665,272,32
3666,272,33
3667,272,34
3668,272,35
3669,272,36
3670,273,67
3671,273,68
3672,273,69
3673,273,70
3674,273,71
3675,273,72
3676,273,73
3677,273,74
3678,273,75
3679,273,76
3680,273,77
3681,273,78
3682,273,79
3683,273,80
3684,273,81
3685,274,67
3686,274,68
3687,274,69
3688,274,70
3689,274,71
3690,274,72
3691,274,73
3692,274,74
3693,274,75
3694,274,76
3695,274,77
3696,274,78
3697,274,79
3698,274,80
3699,274,81
3700,275,97
3701,275,98
3702,275,99
3703,275,100
3704,275,101
3705,275,102
3706,275,103
3707,275,104
3708,275,105
3709,275,106
3710,275,107
3711,275,108
3712,275,109
3713,275,110
3714,275,111
3715,276,1
3716,276,2
3717,276,3
3718,276,4
3719,276,5
3720,276,6
3721,276,7
3722,276,8
3723,276,9
3724,276,10
3725,276,11
3726,276,12
3727,277,112
3728,277,113
3729,277,114
3730,277,115
3731,277,116
3732,277,117
3733,277,118
3734,277,119
3735,277,120
3736,278,52
3737,278,53
3738,278,54
3739,278,55
3740,278,56
3741,278,57
3742,278,58
3743,278,59
3744,278,60
3745,278,61
3746,278,62
3747,278,63
3748,278,64
3749,278,65
3750,278,66
3751,279,37
3752,279,38
3753,279,39
3754,279,40
3755,279,41
3756,279,42
3757,279,43
3758,279,44
3759,279,45
3760,279,46
3761,279,47
3762,279,48
3763,279,49
3764,279,50
3765,279,51
3766,280,97
3767,280,98
3768,280,99
3769,280,100
3770,280,101
3771,280,102
3772,280,103
3773,280,104
3774,280,105
3775,280,106
3776,280,107
3777,280,108
3778,280,109
3779,280,110
3780,280,111
3781,281,25
3782,281,26
3783,281,27
3784,281,28
3785,281,29
3786,281,30
3787,281,31
3788,281,32
3789,281,33
3790,281,34
3791,281,35
3792,281,36
3793,282,112
3794,282,113
3795,282,114
3796,282,115
3797,282,116
3798,282,117
3799,282,118
3800,282,119
3801,282,120
3802,283,1
3803,283,2
3804,283,3
3805,283,4
3806,283,5
3807,283,6
3808,283,7
3809,283,8
3810,283,9
3811,283,10
3812,283,11
3813,283,12
3814,284,67
3815,284,68
3816,284,69
3817,284,70
3818,284,71
3819,284,72
3820,284,73
3821,284,74
3822,284,75
3823,284,76
3824,284,77
3825,284,78
3826,284,79
3827,284,80
3828,284,81
3829,285,25
3830,285,26
3831,285,27
3832,285,28
3833,285,29
3834,285,30
3835,285,31
3836,285,32
3837,285,33
3838,285,34
3839,285,35
3840,285,36
3841,286,67
3842,286,68
3843,286,69
3844,286,70
3845,286,71
3846,286,72
3847,286,73
3848,286,74
3849,286,75
3850,286,76
3851,286,77
3852,286,78
3853,286,79
3854,286,80
3855,286,81
3856,287,25
3857,287,26
3858,287,27
3859,287,28
3860,287,29
3861,287,30
3862,287,31
3863,287,32
3864,287,33
3865,287,34
3866,287,35
3867,287,36
3868,288,1
3869,288,2
3870,288,3
3871,288,4
3872,288,5
3873,288,6
3874,288,7
3875,288,8
3876,288,9
3877,288,10
3878,288,11
3879,288,12
3880,289,13
3881,289,14
3882,289,15
3883,289,16
3884,289,17
3885,289,18
3886,289,19
3887,289,20
3888,289,21
3889,289,22
3890,289,23
3891,289,24
3892,290,52
3893,290,53
3894,290,54
3895,290,55
3896,290,56
3897,290,57
3898,290,58
3899,290,59
3900,290,60
3901,290,61
3902,290,62
3903,290,63
3904,290,64
3905,290,65
3906,290,66
3907,291,52
3908,291,53
3909,291,54
3910,291,55
3911,291,56
3912,291,57
3913,291,58
3914,291,59
3915,291,60
3916,291,61
3917,291,62
3918,291,63
3919,291,64
3920,291,65
3921,291,66
3922,292,112
3923,292,113
3924,292,114
3925,292,115
3926,292,116
3927,292,117
3928,292,118
3929,292,119
3930,292,120
3931,293,1
3932,293,2
3933,293,3
3934,293,4
3935,293,5
3936,293,6
3937,293,7
3938,293,8
3939,293,9
3940,293,10
3941,293,11
3942,293,12
3943,294,37
3944,294,38
3945,294,39
3946,294,40
3947,294,41
3948,294,42
3949,294,43
3950,294,44
3951,294,45
3952,294,46
3953,294,47
3954,294,48
3955,294,49
3956,294,50
3957,294,51
3958,295,67
3959,295,68
3960,295,69
3961,295,70
3962,295,71
3963,295,72
3964,295,73
3965,295,74
3966,295,75
3967,295,76
3968,295,77
3969,295,78
3970,295,79
3971,295,80
3972,295,81
3973,296,97
3974,296,98
3975,296,99
3976,296,100
3977,296,101
3978,296,102
3979,296,103
3980,296,104
3981,296,105
3982,296,106
3983,296,107
3984,296,108
3985,296,109
3986,296,110
3987,296,111
3988,297,112
3989,297,113
3990,297,114
3991,297,115
3992,297,116
3993,297,117
3994,297,118
3995,297,119
3996,297,120
3997,298,112
3998,298,113
3999,298,114
4000,298,115
4001,298,116
4002,298,117
4003,298,118
4004,298,119
4005,298,120
4006,299,25
4007,299,26
4008,299,27
4009,299,28
4010,299,29
4011,299,30
4012,299,31
4013,299,32
4014,299,33
4015,299,34
4016,299,35
4017,299,36
4018,300,13
4019,300,14
4020,300,15
4021,300,16
4022,300,17
4023,300,18
4024,300,19
4025,300,20
4026,300,21
4027,300,22
4028,300,23
4029,300,24
4030,301,67
4031,301,68
4032,301,69
4033,301,70
4034,301,71
4035,301,72
4036,301,73
4037,301,74
4038,301,75
4039,301,76
4040,301,77
4041,301,78
4042,301,79
4043,301,80
4044,301,81
4045,302,52
4046,302,53
4047,302,54
4048,302,55
4049,302,56
4050,302,57
4051,302,58
4052,302,59
4053,302,60
4054,302,61
4055,302,62
4056,302,63
4057,302,64
4058,302,65
4059,302,66
4060,303,67
4061,303,68
4062,303,69
4063,303,70
4064,303,71
4065,303,72
4066,303,73
4067,303,74
4068,303,75
4069,303,76
4070,303,77
4071,303,78
4072,303,79
4073,303,80
4074,303,81
4075,304,52
4076,304,53
4077,304,54
4078,304,55
4079,304,56
4080,304,57
4081,304,58
4082,304,59
4083,304,60
4084,304,61
4085,304,62
4086,304,63
4087,304,64
4088,304,65
4089,304,66
4090,305,37
4091,305,38
4092,305,39
4093,305,40
4094,305,41
4095,305,42
4096,305,43
4097,305,44
4098,305,45
4099,305,46
4100,305,47
4101,305,48
4102,305,49
4103,305,50
4104,305,51
4105,306,37
4106,306,38
4107,306,39
4108,306,40
4109,306,41
4110,306,42
4111,306,43
4112,306,44
4113,306,45
4114,306,46
4115,306,47
4116,306,48
4117,306,49
4118,306,50
4119,306,51
4120,307,13
4121,307,14
4122,307,15
4123,307,16
4124,307,17
4125,307,18
4126,307,19
4127,307,20
4128,307,21
4129,307,22
4130,307,23
4131,307,24
4132,308,112
4133,308,113
4134,308,114
4135,308,115
